,id,title,release_date,overview,popularity,vote_average,vote_count
1541,10056,Killer's Kiss,1955-10-01,"The film revolves around Davey Gordon, a 29 year old welterweight New York boxer in the end of his career, and his relationship with a dancer and her violent employer.",9.934,6.3,396
1542,9294,Phenomenon,1996-07-05,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",17.306,6.3,875
1543,8960,Hancock,2008-07-01,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",201.623,6.3,8042
1544,617,Wild Things,1998-03-20,"When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...",24.223,6.3,1298
1545,15596,Back to School,1986-06-13,"Self-made millionaire Thornton Melon decides to get a better education and enrolls at his son Jason's college. While Jason tries to fit in with his fellow students, Thornton struggles to gain his son's respect, giving way to hilarious antics.",15.179,6.3,326
1546,11671,Elegy,2008-08-08,"Cultural critic David Kepesh finds his life -- which he indicates is a state of ""emancipated manhood"" -- thrown into tragic disarray by Consuela Castillo, a well-mannered student who awakens a sense of sexual possessiveness in her teacher.",12.11,6.3,206
1547,9584,Convoy,1978-06-27,"Trucker Martin ""Rubber Duck"" Penwald and his buddies Pig Pen, Widow Woman and Spider Mike use their CB radios to warn one another of the presence of cops. But conniving Sheriff Wallace is hip to the truckers' tactics, and begins tricking the drivers through his own CB broadcasts. Facing constant harassment from the law, Rubber Duck and his pals use their radios to coordinate a vast convoy and rule the road.",18.828,6.3,255
1548,1619,The Way of the Gun,2000-09-08,Two criminal drifters without sympathy get more than they bargained for after kidnapping and holding for ransom the surrogate mother of a powerful and shady man.,8.796,6.3,322
1549,82682,Gangster Squad,2013-01-10,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",20.11,6.3,3459
1550,179538,Witching & Bitching,2013-09-20,A gang of gold thieves lands in a coven of witches who are preparing for an ancient ritual... and in need of a sacrifice.,39.157,6.3,526
1551,117974,Sightseers,2012-11-30,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.",8.718,6.3,384
1552,95608,The Only Living Boy in New York,2017-07-27,"When a young man learns that his overbearing father is having an affair, he tries to stop it, only to be seduced by the older woman as well.",31.618,6.3,238
1553,38365,Grown Ups,2010-06-24,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",174.669,6.3,4885
1554,18487,The Taking of Pelham 1 2 3,2009-06-10,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",17.517,6.3,2563
1555,692,Pink Flamingos,1972-03-12,"Notorious Baltimore criminal and underground figure Divine goes up against Connie & Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",10.611,6.3,352
1556,9490,Half Baked,1998-01-16,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",15.139,6.3,417
1557,2661,Batman,1966-07-30,The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,24.789,6.3,633
1558,557336,The Plagues of Breslau,2018-11-29,Every day at 6 pm a serial killer kills another person. Police officer Helena Rus thinks the killings are done by one man only and decides to reveal the killer's identity by getting back in 18th century history of the city.,13.346,6.3,209
1559,1268,Mr. Bean's Holiday,2007-03-22,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",36.045,6.3,2304
1560,4728,The Gendarme in New York,1965-10-28,"The second installment of Gendarmes series, tells the story of Sergeant Cruchot (Louis De Funes), who, together with his faithful comrades, has been sent to the International Congress of Gendarmerie in N.Y.",15.326,6.3,393
1561,714,Tomorrow Never Dies,1997-12-11,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,38.253,6.3,2426
1562,606876,Rifkin's Festival,2020-10-01,"The story of a married American couple who go to the San Sebastian Film Festival. They get caught up in the magic of the festival, the beauty and charm of Spain and the fantasy of movies. She has an affair with a brilliant French movie director, and he falls in love with a beautiful Spanish woman who lives there.",10.576,6.3,298
1563,468219,Dead in a Week (Or Your Money Back),2018-09-12,"William has failed to kill himself so many times that he outsources his suicide to aging assassin Leslie. But with the contract signed and death assured within a week (or his money back), William suddenly discovers reasons to live... However Leslie is under pressure from his boss to make sure the contract is completed.",9.186,6.3,256
1564,396493,Creep 2,2017-10-14,"After finding an ad online for “video work,” Sara, a video artist whose primary focus is creating intimacy with lonely men, thinks she may have found the subject of her dreams. She drives to a remote house in the forest and meets a man claiming to be a serial killer. Unable to resist the chance to create a truly shocking piece of art, she agrees to spend the day with him. However, as the day goes on, she discovers she may have dug herself into a hole from which she can’t escape.",14.14,6.3,560
1565,9408,Surf's Up,2007-06-08,"Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey, he discovers his talents are not all he thinks they are, and he must learn to accept that there is more to surfing than fame and fortune.",25.163,6.3,1957
1566,2667,The Blair Witch Project,1999-07-14,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",61.696,6.3,3692
1567,339967,Colossal,2017-04-06,A woman discovers that severe catastrophic events are somehow connected to the mental breakdown from which she's suffering.,31.537,6.3,1675
1568,38303,You Again,2010-09-24,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",27.924,6.3,1073
1569,13679,Kirikou and the Wild Beasts,2005-12-07,"The film is a sub-story to Kirikou and the Sorceress rather than a straight sequel. The movie is set while Kirikou is still a child and Karaba is still a sorceress. Like Princes et princesses and Les Contes de la nuit, it is an anthology film comprising several episodic stories, each of them describing Kirikou's interactions with a different animals. It is however unique among Michel Ocelot's films, not only in that it is co-directed by Bénédicte Galup (who has previously worked with him as an animator) but also for each of the stories being written by a different person (in all other cases, Ocelot has been the sole writer and director of his films).",13.912,6.3,259
1570,597433,Beckett,2021-08-04,An American tourist in Greece finds himself on the run after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,154.755,6.3,489
1571,284276,Cake,2014-09-07,"After having visions of a member of her support group who killed herself, a woman who also suffers with chronic pain seeks out the widower of the suicide.",21.686,6.3,786
1572,9335,Transporter 2,2005-08-03,"Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",47.257,6.3,2865
1573,4247,Scary Movie,2000-07-07,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",140.391,6.3,5451
1574,451500,Christmas & Co.,2017-12-06,"Christmas is on its way and with it disaster. The 92,000 responsible for manufacturing children's toys all become sick at the same time! It's a tough moment for Santa, better known as Father Christmas. He's left no choice: he must make an emergency trip to Earth with his reindeer to search for a remedy. When he arrives, he must find some allies to save the magic of Christmas.",11.614,6.3,487
1575,73873,Albert Nobbs,2011-12-21,"Albert Nobbs struggles to survive in late 19th century Ireland, where women aren't encouraged to be independent. Posing as a man, so she can work as a butler in Dublin's most posh hotel, Albert meets a handsome painter and looks to escape the lie she has been living.",12.667,6.3,374
1576,26390,Brooklyn's Finest,2010-03-04,Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.,14.84,6.3,724
1577,11232,Kate & Leopold,2001-12-25,"When her scientist ex-boyfriend discovers a portal to travel through time -- and brings back a 19th-century nobleman named Leopold to prove it -- a skeptical Kate reluctantly takes responsibility for showing Leopold the 21st century. The more time Kate spends with Leopold, the harder she falls for him. But if he doesn't return to his own time, his absence will forever alter history.",15.257,6.3,1098
1578,10612,The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,"When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their 'mountain' is only a hill, the offended community sets out to remedy the situation.",9.522,6.3,222
1579,9515,The Matador,2005-05-12,"The life of Danny Wright, a salesman forever on the road, veers into dangerous and surreal territory when he wanders into a Mexican bar and meets a mysterious stranger, Julian, who's very likely a hit man. Their meeting sets off a chain of events that will change their lives forever, as Wright is suddenly thrust into a far-from-mundane existence that he takes to surprisingly well … once he gets acclimated to it.",11.008,6.3,349
1580,420648,The Bar,2017-02-15,"In downtown Madrid, a series of mysterious gunshots trap a motley assortment of people in a decrepit bar.",12.058,6.3,1095
1581,139651,Haute Cuisine,2012-09-17,The story of Danièle Delpeuch and how she was appointed as the private chef for François Mitterrand.,10.281,6.3,210
1582,13637,Sukiyaki Western Django,2007-09-15,"Several hundred years after the Battle of Dannoura, the Genji and Heike clans face off again in a poor mountain town with a buried treasure legend. A revolver-wielding stranger, a lone gunman, burdened with emotional scars and blessed with incredible skill, drifts into town and crosses paths with two warring clans who are both on the hunt for a hidden treasure in a remote western town. Knowing his services are valuable to either side, he offers himself to the clan who will offer up the largest share of the wealth.  Yoshitsune commands his Genji gang in white while Kiyomori leads his Heike gang in red. Expectations collide as the key players wonder which gang the gunman will join. Dirty tricks, betrayal, desire and finally, love, get jumbled together, as the situation erupts into a showdown.",9.801,6.3,256
1583,13154,Showdown in Little Tokyo,1991-08-23,"An American with a Japanese upbringing, Chris Kenner is a police officer assigned to the Little Tokyo section of Los Angeles. Kenner is partnered with Johnny Murata, a Japanese-American who isn't in touch with his roots. Despite their differences, both men excel at martial arts, and utilize their formidable skills when they go up against Yoshida, a vicious yakuza drug dealer with ties to Kenner's past.",29.803,6.3,336
1584,11653,The Myth,2005-05-11,"When a fellow scientist asks for Jack's help in locating the mausoleum of China's first emperor, the past collides violently with the present as Jack discovers his amazing visions are based in fact.",20.13,6.3,270
1585,325346,The Hollars,2016-08-25,"Aspiring New York City artist, John Hollar returns to his Middle America hometown on the eve of his mother’s brain surgery. Joined by his girlfriend, eight months pregnant with their first child, John is forced to navigate the crazy world he left behind.",10.722,6.3,225
1586,24920,City of the Living Dead,1980-08-11,"A psychic participates in a séance where she sees a vision of a Dunwich priest hanging himself in a church cemetery, causing her to die of fright. New York City reporter Peter Bell investigates the séance and learns that the priest's suicide has somehow opened a portal to Hell and must be sealed by All Saints Day, or else the dead will overtake humanity.",14.602,6.3,263
1587,443791,Underwater,2020-01-08,"After an earthquake destroys their underwater station, six researchers must navigate two miles along the dangerous, unknown depths of the ocean floor to make it to safety in a race against time.",45.192,6.3,2392
1588,399361,Triple Frontier,2019-03-06,"Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.",48.161,6.3,2523
1589,199373,The Frozen Ground,2013-07-11,An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,20.949,6.3,1194
1590,13523,Sex Drive,2008-10-16,A high school senior drives cross-country with his best friends to hook up with a babe he met online.,42.844,6.3,1026
1591,11358,Walking Tall,2004-04-02,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",26.36,6.3,1182
1592,9494,Look Who's Talking,1989-10-12,"Mollie is a single working mother who's out to find the perfect father for her child. Her baby, Mikey, prefers James, a cab driver turned babysitter who has what it takes to make them both happy. But Mollie won't even consider James. It's going to take all the tricks a baby can think of to bring them together before it's too late.",19.42,6.3,1881
1593,7512,Idiocracy,2006-09-01,"To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",36.79,6.3,2087
1594,1689,Little Buddha,1993-12-01,"After the death of Lama Dorje, Tibetan Buddhist monks find three children — one American and two Nepalese — who may be the rebirth of their great teacher.",11.305,6.3,319
1595,4614,The Sum of All Fears,2002-05-31,"When the president of Russia suddenly dies, a man whose politics are virtually unknown succeeds him. The change in political leaders sparks paranoia among American CIA officials, so CIA director Bill Cabot recruits a young analyst to supply insight and advice on the situation. Then the unthinkable happens: a nuclear bomb explodes in a U.S. city, and America is quick to blame the Russians.",20.02,6.3,1330
1596,709,Licence to Kill,1989-06-13,"After capturing the notorious drug lord Franz Sanchez, Bond's close friend and former CIA agent Felix Leiter is left for dead and his wife is murdered. Bond goes rogue and seeks vengeance on those responsible, as he infiltrates Sanchez's organization from the inside.",27.138,6.3,1461
1597,700,Octopussy,1983-06-05,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Fabergé egg. Bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,32.624,6.3,1478
1598,142320,Viva l'Italia,2012-10-25,"The story of a leading political man, suddenly telling “all the truth” after a serious illness and therefore overwhelming lifes of anyone surrounding him…",6.965,6.3,310
1599,1428,Once Upon a Time in Mexico,2003-09-11,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",22.803,6.3,1711
1600,12201,Edge of Darkness,2010-01-28,"As a seasoned homicide detective, Thomas Craven has seen the bleakest side of humanity. But nothing prepares him for the toughest investigation of his life: the search for his only daughter Emma's killer. Now, he is on a personal mission to uncover the disturbing secrets surrounding her murder, including corporate corruption, government collusion and Emma's own mysterious life.",15.025,6.3,1184
1601,11976,Legend,1985-08-28,"Set in a timeless mythical forest inhabited by fairies, goblins, unicorns and mortals, this fantastic story follows a mystical forest dweller, chosen by fate, to undertake a heroic quest. He must save the beautiful Princess  Lili and defeat the demonic Lord of Darkness, or the world will be plunged into a never-ending ice age.",16.698,6.3,916
1602,9882,The Siege,1998-11-06,"The secret US abduction of a suspected terrorist from his Middle East homeland leads to a wave of terrorist attacks in New York.  An FBI senior agent and his team attempt to locate and decommission the enemy cells, but must also deal with an Army General gone rogue and a female CIA agent of uncertain loyalties.",21.386,6.3,1034
1603,290595,The Huntsman: Winter's War,2016-04-06,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",48.863,6.3,4187
1604,8843,The Cell,2000-08-17,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,22.292,6.3,1200
1605,26515,Pumpkinhead,1988-06-09,"After a tragic accident, a man conjures up a towering, vengeful demon called Pumpkinhead to destroy a group of unsuspecting teenagers.",13.049,6.3,318
1606,19901,Daybreakers,2009-10-01,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.",23.898,6.3,1559
1607,11007,Cheaper by the Dozen,2003-12-24,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",35.973,6.3,2336
1608,9962,The Good Girl,2002-01-12,A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,12.114,6.3,499
1609,9611,Romy and Michele's High School Reunion,1997-04-25,"Two not-too-bright party girls reinvent themselves for their high school reunion. Armed with a borrowed Jaguar, new clothes and the story of their success as the inventors of Post-It notes, Romy and Michele descend on their alma mater, but their façade crumbles quickly.",14.189,6.3,402
1610,333669,Bastille Day,2016-04-22,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",22.012,6.3,1071
1611,105965,Beverly Hills Chihuahua 3: Viva la Fiesta!,2012-09-03,"When Papi, Chloe, the pups, Uncle Pedro, and their owners move to a hotel, the smallest pup Rosa feels like she doesn't fit in, and Papi wants to make her feel better by showing her how special she is.",93.667,6.3,201
1612,102780,Byzantium,2012-09-09,"Two mysterious women seek refuge in a run-down coastal resort. Clara meets lonely Noel, who provides shelter in his deserted guesthouse, Byzantium. Schoolgirl Eleanor befriends Frank and tells him their lethal secret—they were born 200 years ago and survive on human blood. As knowledge of their secret spreads, their past catches up on them with deathly consequences.",14.122,6.3,675
1613,19004,The Land Before Time III: The Time of the Great Giving,1995-03-16,"Littlefoot and his young friends Cera, Ducky and Spike are being harassed by a group of older dinosaurs led by Hyp. When a meteorite strikes nearby, it causes a drought. The resulting scarcity of resources creates animosity among the different species in the Great Valley. Littlefoot and his crew resolve to venture forth to find a solution - as does Hyp and his gang. Will the groups learn to cooperate, or will their rivalry destroy them?",18.167,6.3,310
1614,16996,17 Again,2009-03-11,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",115.093,6.3,4296
1615,10651,The Dead Pool,1988-04-14,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late...",17.857,6.3,618
1616,10358,Zack and Miri Make a Porno,2008-09-18,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",145.904,6.3,1859
1617,10028,Honey,2003-11-24,"Honey Daniels dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.",22.205,6.3,985
1618,586451,Blow the Man Down,2019-04-26,"While grieving for the loss of their mother, the Connolly sisters suddenly find they have a crime to cover up, leading them deep into the underbelly of their salty Maine fishing village.",9.236,6.3,212
1619,483906,Polar,2019-01-25,"When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.",36.808,6.3,1740
1620,24929,Return of the Living Dead Part II,1988-01-15,"A group of kids discover one of the drums containing a rotting corpse and release the 2-4-5 Trioxin gas into the air, causing the dead to once again rise from the grave and seek out brains.",16.869,6.3,415
1621,10447,No Escape,1994-04-29,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",17.445,6.3,305
1622,182415,"White as Milk, Red as Blood",2013-04-02,"Leo falls in love with Beatrice, a slightly older high-school student who has leukemia.",5.473,6.3,577
1623,137321,Winter's Tale,2014-02-13,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",17.941,6.3,1152
1624,58235,Confessions of a Brazilian Call Girl,2011-02-25,"Rachel is a girl, adopted by an upper middle class family, who rebelled at 17 and left her family and studies at a traditional college in Sao Paulo to become a call girl. Shortly after starting work, she decided to write a blog about her experiences. Since some clients thought she looked like a surfer she adopted the name ""Surfistinha"" which means little surfer girl.",19.714,6.3,342
1625,3172,Bandits,2001-10-12,Two bank robbers fall in love with the girl they've kidnapped.,17.681,6.3,787
1626,425336,Loving Pablo,2017-10-12,The film chronicles the rise and fall of the world's most feared drug lord Pablo Escobar and his volatile love affair with Colombia's most famous journalist Virginia Vallejo throughout a reign of terror that tore a country apart.,28.626,6.3,853
1627,6282,Coyote Ugly,2000-07-30,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.",25.86,6.3,1697
1628,2080,X-Men Origins: Wolverine,2009-04-28,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",18.72,6.3,8896
1629,541305,Kajillionaire,2020-09-25,"Two con artists have spent 26 years training their only daughter to swindle, scam and steal at every turn. During a desperate and hastily conceived heist, they charm a stranger into joining them, only to have their entire world turned upside down.",15.635,6.3,287
1630,2619,Splash,1984-03-09,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",22.572,6.3,1050
1631,334521,Free Fire,2017-03-31,"A crime drama set in 1970s Boston, about a gun sale which goes wrong.",36.988,6.3,891
1632,174772,Europa Report,2013-06-27,A crew of international astronauts are sent on a private mission to Jupiter's fourth moon.,95.752,6.2,1089
1633,9872,Explorers,1985-07-12,"The visionary dreams of three curious and adventuresome young boys become an exciting reality in Explorers, the action-fantasy from director Joe Dante, who combines keen humor, warmth and fantasy with unexpected twists. In their makeshift laboratory, the boys use an amazing discovery and their ingenuity to build their own spaceship and launch themselves on a fantastic interplanetary journey.",12.91,6.3,346
1634,514999,Murder Mystery,2019-05-25,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",40.87,6.2,3231
1635,14326,Nights in Rodanthe,2008-09-26,"Adrienne is trying to decide whether to stay in her unhappy marriage or not, and her life changes when Paul, a doctor who is travelling to reconcile with his estranged son, checks into an inn where she is staying.",14.15,6.2,505
1636,11890,Oscar,1991-04-26,"Angelo ""Snaps"" Provolone made his dying father a promise on his deathbed: he would leave the world of crime and become an honest businessman. Despite having no experience in making money in a legal fashion, Snaps sets about to keep his promise.",11.571,6.2,382
1637,10521,Bride Wars,2009-01-09,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,67.051,6.2,2589
1638,611213,The Prom,2020-12-02,"After the PTA of a conservative high school in Indiana bans same-sex couples from attending the annual prom, a gang of flamboyant Broadway stars try to boost their image by showing up to support two lesbian students.",10.299,6.2,557
1639,841,Dune,1984-12-14,"In the year 10,191, the world is at war for control of the desert planet Arrakis—the only place where the space-travel substance Melange 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.",55.551,6.2,2166
1640,328111,The Secret Life of Pets,2016-06-18,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",24.277,6.2,7125
1641,291276,Unlocked,2017-04-27,"After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another attack is imminent. Alice soon learns that the classified information she's uncovered has been compromised...",22.072,6.2,879
1642,49529,John Carter,2012-03-07,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",152.244,6.2,4691
1643,41210,The Switch,2010-05-11,"An unmarried 40-year-old woman turns to a turkey baster in order to become pregnant. Seven years later, she reunites with her best friend, who has been living with a secret: he replaced her preferred sperm sample with his own.",16.169,6.2,1543
1644,18892,Jawbreaker,1999-01-30,"Three of Reagan High School's most popular girls pretend to kidnap their friend by shoving a jawbreaker into the victim's mouth to keep her from screaming. Their plan goes awry when the girl swallows the jawbreaker, choking to death. Now the leader of the pack will do anything to keep the accident a secret.",24.532,6.2,396
1645,11459,Sky High,2005-07-29,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",59.427,6.2,1901
1646,516850,The Mermaid: Lake of the Dead,2018-07-12,"An evil Mermaid falls in love with Marina's fiancé Roman and aims to keep him away from Marina in her Kingdom of Death under water. The Mermaid is a young woman who drowned a few centuries ago. Marina only has one week to overcome her fear of the dark water, to remain human in the deathly fight with the monsters and not to become one herself.",18.113,6.2,263
1647,246080,Black Sea,2014-12-05,"A rogue submarine captain pulls together a misfit crew to go after a sunken treasure rumored to be lost in the depths of the Black Sea. As greed and desperation take control on-board their claustrophobic vessel, the increasing uncertainty of the mission causes the men to turn on each other to fight for their own survival.",13.744,6.2,885
1648,58244,Upside Down,2012-09-27,"In an alternate universe where twinned worlds have opposite gravities, a young man battles interplanetary prejudice and the laws of physics in his quest to reunite with the long-lost girl of his dreams in this visually stunning romantic adventure that poses the question: what if love was stronger than gravity?",28.621,6.2,2166
1649,2284,Mr. Magorium's Wonder Emporium,2007-11-14,"Molly Mahoney is the awkward and insecure manager of Mr. Magorium's Wonder Emporium—the strangest, most fantastic and most wonderful toy store in the world. After Mr. Magorium bequeaths the store to her, a dark and ominous change begins to take over the once-remarkable Emporium.",17.276,6.2,1037
1650,1248,Hannibal Rising,2007-02-06,"The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a med student he hones his appetite for the kill.",7.553,6.2,1761
1651,89185,Radio Rebel,2012-06-09,"High school senior Tara is so painfully shy that she dreads speaking to anyone in the hallways or getting called on in class. But in the privacy of her bedroom with her iPod in hand, she rocks out -- doing mock broadcasts for Miami's hottest FM radio station, which happens to be owned by her stepfather. When a slot opens up at The SLAM, Tara surprises herself by blossoming behind the mike into confident, ""Radio Rebel"" -- and to everyone's shock, she's a hit!",16.518,6.2,735
1652,12721,"No Retreat, No Surrender",1986-05-02,"Young Jason Stillwell moves with his parents to Seattle, where local bullies harass them without mercy. Jason's father Tom does not believe in violence, so the family takes it on the chin. One day Jason enrolls in a martial arts class and quietly rises in rank to be a major contender. His mettle is tested in an international match against Ivan, a Russian champion.",26.408,6.2,418
1653,10413,Nowhere to Run,1993-01-15,Escaped convict Sam Gillen single-handedly takes on ruthless developers who are determined to evict a widow with two young children.,25.781,6.2,519
1654,4964,Knocked Up,2007-06-01,"For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant.",21.929,6.2,3281
1655,13515,Mirrors,2008-08-15,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,29.463,6.2,1446
1656,11619,Flushed Away,2006-10-22,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",40.086,6.2,3057
1657,10483,Death Race,2008-08-22,"Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event.",40.857,6.2,3041
